classified.type,classified.subtype,classified.price,classified.transactionType,classified.zip,classified.kitchen.type,NOTRclassified.building.constructionYear,classified.building.condition,NOTRclassified.energy.heatingType,NOTRclassified.certificates.primaryEnergyConsumptionLevel,classified.bedroom.count,classified.land.surface,classified.atticExists,classified.outdoor.garden.surface,classified.outdoor.terrace.exists,classified.wellnessEquipment.hasSwimmingPool,classified.parking.parkingSpaceCount.indoor
house,apartment block,685000,for sale,9700,None,None,as new,gas,204,4,0,0,None,0,0,2
house,apartment block,685000,for sale,9700,None,None,as new,gas,204,4,0,0,None,0,0,2
house,house,685000,for sale,9700,None,None,as new,gas,204,4,0,0,None,0,0,2
house,mansion,685000,for sale,9700,None,None,as new,gas,204,4,0,0,None,0,0,2
house,house,72200,for sale,8620,installed,2021,as new,None,None,2,120,0,None,0,0,None
house,house,211000,for sale,4257,None,2020,None,gas,None,3,288,0,200,1,0,None
house,house,125000,for sale,7340,None,None,good,gas,406,3,150,1,None,1,0,None
house,house,159000,for sale,7140,installed,None,just renovated,gas,265,4,0,0,None,0,0,None
house group,house group,232750 - 235750,for sale,8650,None,None,None,None,None,None,None,0,None,0,0,None
house group,house group,545000 - 605000,for sale,9800,None,None,None,None,None,None,None,0,None,0,0,None
house,castle,1115000,for sale,3190,None,1918,good,gas,183,4,1743,0,1500,1,0,None
house,house,400000,for sale,7532,None,1994,as new,fueloil,156,4,5683,0,None,0,0,None
house,house,270000,for sale,8460,installed,1918,to renovate,gas,524,3,240,0,150,1,0,2
house,apartment block,1350000,for sale,1000,installed,1900,as new,gas,262,4,76,0,None,1,0,None
house,house,1775000,for sale,8300,installed,1936,good,gas,179,8,305,0,40,1,0,1
house,villa,929000,for sale,8400,installed,2002,as new,None,177,4,830,0,None,0,1,1
house,villa,2200000,for sale,9820,hyper equipped,1913,as new,fueloil,449,10,17000,0,None,0,1,None
house,apartment block,490000,for sale,1160,semi equipped,1960,good,gas,None,4,0,0,None,1,0,8
house,apartment block,490000,for sale,1160,semi equipped,1960,good,gas,None,4,0,0,None,1,0,8
house,castle,9500000,for sale,3090,installed,1909,as new,fueloil,402,12,500000,0,None,1,1,6
house,villa,2490000,for sale,3080,installed,1996,as new,None,198,5,1800,1,None,1,1,None
house,house,365000,for sale,9190,hyper equipped,None,None,gas,None,3,163,0,98,1,0,None
house,house,365000,for sale,9190,hyper equipped,None,None,gas,None,3,163,0,98,1,0,None
house,exceptional property,649000,for sale,7022,semi equipped,None,to renovate,fueloil,533,5,14816,0,250,0,0,None
house,exceptional property,649000,for sale,7022,semi equipped,None,to renovate,fueloil,533,5,14816,0,250,0,0,None
house,house,175000,for sale,6061,semi equipped,None,to be done up,fueloil,392,4,202,1,89,1,0,None
house,castle,2890000,for sale,4890,hyper equipped,None,None,fueloil,None,12,5300,0,4200,1,1,None
house,castle,2890000,for sale,4890,hyper equipped,None,None,fueloil,None,12,5300,0,4200,1,1,None
house,apartment block,600000,for sale,1400,installed,None,to be done up,gas,318,11,340,0,None,1,0,None
house,apartment block,600000,for sale,1400,installed,None,to be done up,gas,318,11,340,0,None,1,0,None
house,house,715000,for sale,2070,installed,None,good,gas,421,5,763,0,None,1,1,None
house,house,297300,for sale,8650,hyper equipped,2021,None,gas,None,3,783,0,None,0,0,None
house,farmhouse,590000,for sale,7970,installed,None,good,fueloil,201,4,11131,1,10558,1,0,None
house,farmhouse,590000,for sale,7970,installed,None,good,fueloil,201,4,11131,1,10558,1,0,None
house,house,295000,for sale,5640,installed,2022,as new,gas,None,3,300,0,None,0,0,1
house,house,497400,for sale,9630,installed,2021,None,None,None,3,610,0,None,0,0,None
house group,house group,289010 - 322589,for sale,8460,None,None,None,None,None,None,None,0,None,0,0,None
house,exceptional property,325000,for sale,7040,usa installed,2005,good,fueloil,262,4,863,0,560,1,1,1
house,house,237500,for sale,4500,not installed,None,None,gas,None,3,0,0,50,1,0,None
house,house,2850000,for sale,1420,hyper equipped,1970,as new,gas,266,5,3160,0,1260,1,1,2
house,house,141385,for sale,6940,None,2021,None,gas,None,2,0,0,None,0,0,None
house,house,141385,for sale,6940,None,2021,None,gas,None,2,0,0,None,0,0,None
house,villa,1790000,for sale,1150,hyper equipped,1970,None,gas,230,7,1123,1,955,1,1,4
house,mixed use building,245000,for sale,8550,None,None,None,None,None,1,55,0,None,1,0,None
house,house,1350000,for sale,2000,None,1879,as new,None,None,6,210,0,None,1,0,None
house,house,1350000,for sale,2000,None,1879,as new,None,None,6,210,0,None,1,0,None
house,house,2430000,for sale,2018,None,1873,as new,gas,255,7,446,0,None,1,0,None
house,house,795000,for sale,8300,hyper equipped,1960,as new,gas,330,3,276,0,None,1,0,None
house,apartment block,260000,for sale,4000,None,1875,to be done up,electric,272,4,43,0,None,0,0,None
house,villa,3495000,for sale,8380,hyper equipped,None,as new,gas,342,5,420,0,None,1,0,1
house,house,170000,for sale,7800,installed,None,good,gas,155,2,24,0,None,0,0,None
house,house,209000,for sale,4920,semi equipped,1932,to renovate,fueloil,405,5,209,1,None,1,0,None
house,house,275000,for sale,7110,installed,2020,as new,gas,104,3,328,1,None,1,0,None
house,house,245000,for sale,9100,None,1918,to be done up,None,473,3,140,0,30,0,0,None
house,house,294500,for sale,4620,not installed,None,None,gas,106,4,350,0,183,0,0,None
house,house,299000,for sale,7370,semi equipped,None,to be done up,fueloil,416,5,1300,0,1000,0,0,2
house,house,185000,for sale,7370,None,None,to be done up,None,416,2,400,0,175,0,0,None
house,house,185000,for sale,7370,None,None,to be done up,None,416,2,400,0,175,0,0,None
house,house,230000,for sale,8800,None,None,to renovate,None,385,4,315,0,None,1,0,None
house,apartment block,110000,for sale,4032,None,1967,None,gas,279,1,0,0,None,0,0,None
house,apartment block,110000,for sale,4032,None,1967,None,gas,279,1,0,0,None,0,0,None
house,mansion,925000,for sale,9220,None,1910,None,None,87,6,795,0,None,1,0,1
house,house,259900,for sale,4620,None,2020,as new,pellet,None,3,175,0,None,1,0,None
house,house,267900,for sale,4620,None,2020,as new,pellet,None,3,216,0,None,1,0,None
house,house,293900,for sale,4620,None,2020,as new,pellet,None,3,302,0,None,1,0,None
house,house,349900,for sale,9000,installed,1957,good,None,448,2,120,0,None,0,0,None
house,apartment block,799000,for sale,1000,usa installed,1920,good,gas,426,5,0,0,None,1,0,None
house,house,450000,for sale,6680,installed,None,just renovated,fueloil,300,2,8710,0,None,0,0,None
house,mixed use building,271500,for sale,1500,None,2021,None,None,None,2,0,0,None,0,0,None
house,mixed use building,235000,for sale,1500,None,2021,None,None,None,1,0,0,None,0,0,None
house,mixed use building,305000,for sale,1500,None,2021,None,None,None,2,0,0,None,0,0,None
house,mixed use building,313500,for sale,1500,None,2021,None,None,None,2,0,0,None,0,0,None
house,country cottage,1375000,for sale,1852,usa hyper equipped,1899,just renovated,None,97,5,997,0,None,1,0,2
house,mixed use building,324000,for sale,1500,None,2021,None,None,None,2,0,0,None,0,0,None
house,exceptional property,1550000,for sale,1410,hyper equipped,2012,as new,gas,None,6,2400,1,None,0,0,10
house,exceptional property,1550000,for sale,1410,hyper equipped,2012,as new,gas,None,6,2400,1,None,0,0,10
house,house,795000,for sale,8300,None,1960,just renovated,gas,None,3,276,0,None,0,0,None
house,bungalow,280000,for sale,4845,hyper equipped,None,just renovated,gas,289,3,351,0,217,1,0,None
house,bungalow,280000,for sale,4845,hyper equipped,None,just renovated,gas,289,3,351,0,217,1,0,None
house,house,925000,for sale,9220,None,1910,None,None,87,6,795,0,None,1,0,1
house,apartment block,315000,for sale,4800,installed,None,good,gas,None,6,140,0,None,0,0,None
house,apartment block,315000,for sale,4800,installed,None,good,gas,None,6,140,0,None,0,0,None
house,house,150000,for sale,8370,installed,1956,to renovate,gas,1081,3,61,0,None,1,0,None
house,house,259900,for sale,6044,None,2022,None,gas,None,3,389,1,304,1,0,1
house,house,264900,for sale,6044,None,2022,None,gas,None,3,414,1,329,1,0,1
house,house,269900,for sale,6044,None,2022,None,gas,None,3,560,1,475,1,0,1
house,villa,438000,for sale,4040,None,2001,as new,None,None,4,1000,0,1000,1,0,None
house,exceptional property,2600000,for sale,1640,hyper equipped,1977,as new,fueloil,314,6,4970,0,None,1,1,3
house,apartment block,1350000,for sale,8000,installed,None,to be done up,None,422,0,306,0,None,0,0,None
house group,house group,261877 - 261877,for sale,8610,None,None,None,None,None,None,None,0,None,0,0,None
house,villa,1250000,for sale,8380,hyper equipped,1850,as new,None,570,6,10534,0,None,0,0,None
house,exceptional property,1980000,for sale,1180,usa hyper equipped,2021,to renovate,None,None,5,2107,0,None,1,0,4
house,villa,375000,for sale,7332,installed,1973,as new,fueloil,269,4,1350,0,None,1,0,2
house,mixed use building,218000,for sale,7080,None,None,as new,gas,85,2,135,0,None,0,0,None
house,house,1500000,for sale,8420,installed,None,good,None,None,1,1459,0,None,0,0,None
house group,house group,315000 - 315000,for sale,7760,None,None,None,None,None,None,None,0,None,0,0,None
house,house,395000,for sale,1490,installed,2019,None,gas,90,4,371,0,None,1,0,1
house,house,425000,for sale,1490,installed,2019,None,gas,103,4,1592,0,None,1,0,1
house group,house group,394000 - 405000,for sale,2800,None,None,None,None,None,None,None,0,None,0,0,53
house,house,329000,for sale,2910,installed,2021,None,gas,None,5,0,0,None,0,0,1
house,house,329000,for sale,2910,installed,2021,None,gas,None,5,0,0,None,0,0,1
house,house,319000,for sale,9000,None,2015,None,None,None,3,120,0,30,0,0,1
house,house,319000,for sale,9000,None,2015,None,None,None,3,120,0,30,0,0,1
house,mixed use building,625000,for sale,2460,hyper equipped,1992,good,fueloil,182,4,3860,1,2500,1,0,2
house group,house group,360900 - 360900,for sale,8800,None,None,None,None,None,None,None,0,None,0,0,None
house group,house group,335387 - 335387,for sale,8780,None,None,None,None,None,None,None,0,None,0,0,None
house,house,110000,for sale,7822,not installed,None,to renovate,None,580,3,400,0,400,0,0,None
house,house,135000,for sale,7822,not installed,None,to renovate,None,580,3,740,0,700,0,0,None
house,house,135000,for sale,7822,not installed,None,to renovate,None,580,3,740,0,700,0,0,None
house,house,4950000,for sale,1190,installed,1968,as new,fueloil,260,5,0,0,None,0,1,1
house group,house group,315130 - 319001,for sale,8020,None,None,None,None,None,None,None,0,None,0,0,None
house group,house group,296845 - 362390,for sale,8020,None,None,None,None,None,None,None,0,None,0,0,None
house group,house group,307343 - 310722,for sale,8020,None,None,None,None,None,None,None,0,None,0,0,None
house,house,110000,for sale,7321,semi equipped,None,to renovate,None,688,5,638,0,386,0,0,None
house,house,110000,for sale,7321,semi equipped,None,to renovate,None,688,5,638,0,386,0,0,None
house,house,239000,for sale,9500,None,None,good,fueloil,427,5,560,0,456,1,0,1
house,house,239000,for sale,9500,None,None,good,fueloil,427,5,560,0,456,1,0,1
house group,house group,351500 - 363500,for sale,9120,None,None,None,None,99,None,None,0,None,0,0,None
house group,house group,339000 - 358847,for sale,2380,None,None,None,None,99,None,None,0,None,0,0,None
house,exceptional property,2800000,for sale,9690,installed,1928,None,gas,None,14,1450,0,None,0,1,None
house,villa,220000,for sale,6180,None,None,to be done up,gas,351,3,425,0,None,1,0,2
house,house,119000,for sale,7141,None,None,None,None,324,0,0,0,None,0,0,None
house,house,265000,for sale,7011,installed,1850,good,gas,197,3,517,0,None,0,0,2
house,house,361260,for sale,3520,installed,2022,None,gas,None,3,406,0,406,0,0,None
house,house,360976,for sale,3520,installed,2022,None,gas,None,3,405,0,405,0,0,None
house,house,362989,for sale,3520,installed,2022,None,gas,None,3,405,0,405,0,0,None
house,house,364173,for sale,3520,installed,2022,None,gas,None,3,405,0,405,0,0,None
house,house,361599,for sale,3520,installed,2022,None,gas,None,3,405,0,405,0,0,None
house,house,361499,for sale,3520,installed,2022,None,gas,None,3,405,0,405,0,0,None
house,apartment block,1090000,for sale,1000,usa hyper equipped,1874,good,gas,631,4,218,0,76,0,0,None
house,house,315000,for sale,7760,None,2021,None,None,None,3,502,0,502,0,0,None
house,house,315000,for sale,7760,None,2021,None,None,None,3,502,0,502,0,0,None
house,house,315000,for sale,7760,None,2021,None,None,None,3,500,0,500,0,0,None
house,house,315000,for sale,7760,None,2021,None,None,None,3,500,0,500,0,0,None
house,villa,520000,for sale,7050,installed,1980,as new,fueloil,219,4,1424,1,None,1,0,2
house,house,328210,for sale,2830,not installed,2021,None,None,None,3,303,0,None,1,0,1
house,house,331785,for sale,2830,not installed,2021,None,None,None,3,302,0,None,1,0,1
house,house,332410,for sale,2830,not installed,2021,None,None,None,3,218,0,None,1,0,1
house,house,332410,for sale,2830,not installed,2021,None,None,None,3,218,0,None,1,0,1
house,villa,995000,for sale,9550,None,1979,to renovate,None,None,5,11366,0,None,0,0,3
house,farmhouse,1495000,for sale,4920,hyper equipped,None,to be done up,None,232,3,90000,0,None,1,0,2
house,house,180000,for sale,7000,installed,None,to be done up,gas,326,4,128,0,None,0,0,None
house,house,150000,for sale,4480,not installed,1961,to renovate,fueloil,587,3,480,0,None,0,0,1
house,mixed use building,1500000,for sale,4770,None,None,to be done up,None,370,50,71907,0,10000,1,0,None
house,house,300000,for sale,8340,usa installed,2021,as new,gas,None,3,157,1,None,0,0,1
house,apartment block,315000,for sale,7120,installed,None,just renovated,fueloil,187,3,0,0,None,1,0,None
house,apartment block,315000,for sale,7120,installed,None,just renovated,fueloil,187,3,0,0,None,1,0,None
house,house,99000,for sale,7012,installed,None,to renovate,gas,344,2,167,0,82,0,0,None
house,castle,1275000,for sale,4850,installed,1910,to renovate,fueloil,561,11,15000,1,None,1,1,3
house,exceptional property,2985000,for sale,1150,usa hyper equipped,1955,as new,gas,147,6,1270,1,None,1,0,None
house,house,310000,for sale,7133,semi equipped,1995,to be done up,gas,319,5,1000,0,None,1,0,None
house,house,no price,for sale,2400,installed,2022,None,gas,None,3,452,1,None,0,0,None
house,house,595000,for sale,2018,installed,None,good,gas,332,3,0,0,None,1,0,None
house,house,595000,for sale,2018,installed,None,good,gas,332,3,0,0,None,1,0,None
house,exceptional property,1400000,for sale,1180,hyper equipped,1930,good,gas,None,3,517,0,None,0,0,None
house,apartment block,1090000,for sale,1040,usa hyper equipped,1874,good,gas,631,4,218,0,76,0,0,None
house,exceptional property,1975000,for sale,1180,None,1930,as new,None,None,5,550,1,300,1,0,None
house,apartment block,1375000,for sale,1020,None,1910,None,None,284,0,0,0,None,1,0,None
house,apartment block,1375000,for sale,1020,None,1910,None,None,284,0,0,0,None,1,0,None
house,house,386466,for sale,9971,installed,2021,as new,gas,50,3,555,0,None,0,0,None
house,house,379386,for sale,9971,installed,2021,as new,gas,50,3,578,0,None,0,0,None
house,house,650000,for sale,1000,installed,None,good,gas,217,8,0,0,None,1,0,None
house,exceptional property,690000,for sale,7050,usa hyper equipped,None,good,None,187,3,405,0,None,1,0,3
house,house,149000,for sale,4050,installed,1930,to be done up,gas,622,2,64,0,None,0,0,None
house,chalet,145000,for sale,8450,None,None,None,None,199,2,120,0,None,1,0,None
house,house,775000,for sale,9000,installed,None,None,None,180,2,89,0,None,0,0,None
house,mixed use building,2520000,for sale,1050,None,1870,as new,gas,147,0,193,0,39,1,0,None
house,house,130000,for sale,5670,hyper equipped,None,None,wood,651,2,110,0,2,1,0,None
house,apartment block,375000,for sale,4790,None,1852,good,fueloil,336,6,2360,1,2100,1,0,1
house,house,215000,for sale,6030,hyper equipped,None,just renovated,gas,156,3,357,1,None,1,0,None
house,house,1295000,for sale,1040,hyper equipped,1900,good,gas,307,4,317,0,200,1,0,1
house,house,1295000,for sale,1000,hyper equipped,1900,good,gas,307,4,317,0,200,1,0,1
house,house,462800,for sale,8000,None,2022,as new,None,None,2,221,0,None,0,0,None
house,house,289800,for sale,8000,None,None,as new,None,None,1,90,0,None,0,0,None
house,house,415000,for sale,1457,installed,2020,as new,None,74,3,582,0,582,1,0,1
house,house,489000,for sale,2580,installed,2020,as new,gas,None,3,492,0,None,1,0,None
house,mixed use building,no price,for sale,4020,None,None,to be done up,None,601,4,2405,0,None,0,0,1
house,exceptional property,640000,for sale,9790,not installed,2019,as new,gas,59,5,1086,1,906,0,0,None
house,house,275000,for sale,1420,installed,None,good,gas,187,3,283,1,None,1,0,1
house,house,275000,for sale,1420,installed,None,good,gas,187,3,283,1,None,1,0,1
house,apartment block,279000,for sale,4500,semi equipped,None,good,gas,1144,7,0,0,None,1,0,None
house,house,460000,for sale,3550,None,1949,None,gas,305,4,1120,0,None,0,0,None
house,house,460000,for sale,3550,None,1949,None,gas,305,4,1120,0,None,0,0,None
house,bungalow,289000,for sale,5100,semi equipped,1970,good,fueloil,547,2,763,0,None,0,0,1
house,apartment block,299000,for sale,6700,installed,None,to be done up,electric,648,3,0,0,None,0,0,None
house,apartment block,299000,for sale,6700,installed,None,to be done up,electric,648,3,0,0,None,0,0,None
house,apartment block,649000,for sale,1640,installed,1974,good,gas,355,7,805,0,None,0,0,9
house,house,276600,for sale,8800,hyper equipped,None,as new,None,None,3,155,0,44,1,0,1
house,mixed use building,750000,for sale,4020,installed,None,good,gas,None,12,0,0,None,1,0,None
house,farmhouse,3200000,for sale,1404,hyper equipped,None,good,None,None,8,44500,0,None,1,1,4
house,farmhouse,3200000,for sale,1404,hyper equipped,None,good,None,None,8,44500,0,None,1,1,4
house,house,285000,for sale,1495,not installed,1890,to renovate,None,None,6,1210,0,None,0,0,2
house,apartment block,285000,for sale,1495,not installed,1890,to renovate,None,None,6,1210,0,None,0,0,2
house,apartment block,285000,for sale,1495,not installed,1890,to renovate,None,None,6,1210,0,None,0,0,2
house,house,475000,for sale,1180,None,2003,None,None,186,3,189,0,None,1,0,1
house,house,255000,for sale,2845,None,None,to be done up,gas,456,3,140,0,60,1,0,None
house,castle,9500000,for sale,3090,hyper equipped,None,good,None,402,7,500000,1,None,0,1,6
house,castle,9500000,for sale,3090,hyper equipped,None,good,None,402,7,500000,1,None,0,1,6
house group,house group,299000 - 443000,for sale,5001,None,None,None,None,None,None,None,0,None,0,0,None
house group,house group,290500 - 356800,for sale,4690,None,None,None,None,None,None,None,0,None,0,0,None
